user,location,geoLocation,tweet,timeStamp,replies,retweets,favorites,url
@KoriLeger,,,How today is Sunday and we don't have to be depressed about going to school tomorrow>>>>>>>>>> #ChristmasBreak,9:18 AM - 23 Dec 2012,0,10,0,https://www.twitter.com/KoriLeger/status/282898080007852032
@JakeThibodeaux,,,"Polar Express with the parents, can't beat this! #ChristmasBreak",6:01 PM - 13 Dec 2012,1,0,4,https://www.twitter.com/JakeThibodeaux/status/279405627963486209
@CycloneGG,Global,,What games will you guys be bingeing over the #ChristmasBreak ?pic.twitter.com/RdFKxQhivC,12:20 PM - 20 Dec 2016,5,2,14,https://www.twitter.com/CycloneGG/status/811305297696460800
@Viiictorrriiaaa,MA » NY,,having extreme withdrawls... @ShannonCosta423 @OliviaNoelle29 @NatalieBolioo @jlouisedancer @Viiictorrriiaaa,1:02 PM - 13 Dec 2012,1,2,4,https://www.twitter.com/Viiictorrriiaaa/status/279330443537563649
@pflynn09,"Boston, MA",,Probably have diabetes now. #christmasbreak,3:10 PM - 25 Dec 2012,0,3,1,https://www.twitter.com/pflynn09/status/283711394866663424
@ChimneyCakeLife,"Leeds, England","Leeds, England",We're Back By Popular Demand after a fantastic #ChristmasBreak & taking orders now @ http://Coffeandchimneycakes.com  @JustEatUK  enjoy our Sweet or Savoury Delights Today!pic.twitter.com/Et4GUbNl6w,3:05 AM - 27 Dec 2017,1,8,15,https://www.twitter.com/ChimneyCakeLife/status/945973882997133312
@YourCatmagazine,Lincolnshire,,Who else is currently feeling like this?  #inbetween #betweenchristmasandnewyear #christmas #newyear #relax #confused #whatdayisit #whereami #whoami #funny #instafunny #humour #christmasbreak #cat #cats #catsofinstagram #catstagram #instacat #lovec… http://bit.ly/2EUFQEv pic.twitter.com/wGDkertQ4F,4:22 AM - 29 Dec 2018,2,8,43,https://www.twitter.com/YourCatmagazine/status/1078989676504117249
@daultonk09,,,"two weeks guy, two weeks. #CHRISTMASBREAK",5:26 PM - 9 Dec 2012,0,9,2,https://www.twitter.com/daultonk09/status/277947244924248064
@PERFORMERS_COLL,"Corringham, Essex. UK",,TERM 1 is COMPLETE  Safe journey to all of our students travelling home all over the world  Have a great break - Enjoy every second  #performers #performersfam #performerscollege #christmasbreakpic.twitter.com/lyhAs0UMAU,12:49 AM - 9 Dec 2017,0,12,41,https://www.twitter.com/PERFORMERS_COLL/status/939416765402148864
@6Exchange,"Deal, England",,"Remembering our lovely summer ~ blue skies, ice cream, cold beer & our gorgeous pier. Just what’s needed on a day like today! #lovedeal #summers #holidays #selfcatering #holidaycottage #beachdays #dealkent #dealkentuk #christmasbreak #newyearbreak #springbreakpic.twitter.com/8vKi13gnpf",12:32 PM - 26 Nov 2019,0,0,1,https://www.twitter.com/6Exchange/status/1199425625108418565
@SNantics,,,"""Maybe tomorrow I'll be more productive."" -me, the past two days. #Christmasbreak #nursingstudentprobs",1:25 PM - 17 Dec 2013,0,13,8,https://www.twitter.com/SNantics/status/413057479858077696
@JSmith406,"Bozeman, MT",,"It's so nice that we just don't have school for the next two weeks. I mean, what more could anyone want? #ChristmasBreak",9:38 PM - 19 Dec 2013,0,0,14,https://www.twitter.com/JSmith406/status/413906117404536832
@ParkerShrek,,,"This break from school is much needed! Can't wait to see friends, family, and to just stop thinking about school for awhile #Christmasbreak",11:10 AM - 20 Dec 2014,1,1,18,https://www.twitter.com/ParkerShrek/status/546382143987793920
@KandyKain8,,,"seriously, so excited. #christmasbreak",11:05 AM - 13 Dec 2012,0,1,2,https://www.twitter.com/KandyKain8/status/279300984579186689
@WillBitten14,"Ottawa, Ontario",,"Huge win tonight from the boys, nothing better then heading home with a dub #christmasbreak #Otown #cominghome",8:42 PM - 18 Dec 2014,0,1,15,https://www.twitter.com/WillBitten14/status/545801310126473216
@saltyloulowe,"Leeds, England",,Finishing a great year of filming with an awesome little scene with @JoepopProds & @sammeegiles cracking us all up was just the BEST way to bid @Emmerdale farewell for 2017! See you on the other side team! #timeforsherry #christmasbreak #youhaveamonkeyonyourback,1:00 AM - 16 Dec 2017,1,3,32,https://www.twitter.com/saltyloulowe/status/941956188085907458
@liv_mercer,"Bloomington, IN",,All I need to do is get to 6 p.m. today and I will FINALLY be a stress free lady. #Christmasbreak,7:10 AM - 19 Dec 2012,0,1,3,https://www.twitter.com/liv_mercer/status/281416241908944896
@Akimasuda1,Los Angeles,,officially done with all my classes. Back to PNW tomorrow! #stoked #ChristmasBreak,12:27 PM - 17 Dec 2012,0,0,4,https://www.twitter.com/Akimasuda1/status/280771227117826049
@jamynigro,"Canton, GA & Tampa, FL",,Missing my kids like crazy! 14 more days! @Mshelquist @maxx620s #christmasbreak,4:07 PM - 6 Dec 2014,1,3,5,https://www.twitter.com/jamynigro/status/541383488197636096
@brodskysdeal,"Denton, TX",,"One day down, a bunch more to go. #isitsummeryet? #Christmasbreak? #exhausted",2:59 PM - 20 Aug 2014,1,2,2,https://www.twitter.com/brodskysdeal/status/502213436046991360
@ambicud,dtx,,"Last day of school till next year, OMFG YES. #ChristmasBreak ",5:11 AM - 21 Dec 2012,0,5,1,https://www.twitter.com/ambicud/status/282111035677229056
@bbriannaraee,Texas,,being able to be on pinterest without feeling guilty #christmasbreak,9:57 PM - 14 Dec 2012,0,2,1,https://www.twitter.com/bbriannaraee/status/279827578179682304
@MeredithAEllis,"Louisville, Kentucky",,IM FREE!!!! #ChristmasBreak,11:00 AM - 19 Dec 2012,0,2,2,https://www.twitter.com/MeredithAEllis/status/281474053154422785
@KaylaHausfeld,,,Five more days to go #christmasbreak #wecandothis,5:03 AM - 17 Dec 2012,0,6,2,https://www.twitter.com/KaylaHausfeld/status/280659362744250368
@kourt_4williams,"Scottsdale, AZ",,Yuhhh girl is finally heading home to Minnesota after 7 long months  #christmasbreak #notreadyforthecold,3:59 PM - 19 Dec 2014,0,1,9,https://www.twitter.com/kourt_4williams/status/546092562252328960
@AlexJaySINGER,D(M)V,,I can't wait for this week to be over #ChristmasBreak LEGGOOOO!,4:07 PM - 18 Dec 2012,2,86,11,https://www.twitter.com/AlexJaySINGER/status/281188861676249090
@Maxblanchard05,"Reading, England",,All done!!! Let's Christmas begin!! #spotless #ChristmasBreak #merrychristmas @Foodexcellencepic.twitter.com/uvjYyjfw6s,1:54 AM - 24 Dec 2016,1,2,13,https://www.twitter.com/Maxblanchard05/status/812597236509143040
@BluntEducator,United States,,"All educators work with a Cousin Eddie, but at least you don't have to spend Christmas together.
#ChristmasBreakpic.twitter.com/vkR6csA5BM",4:48 PM - 18 Dec 2013,0,18,24,https://www.twitter.com/BluntEducator/status/413470886713638912
@AnnieStorvick,Senior at Nevada,,Let the prisoners out early #christmasbreak #NevadaCubPride,6:04 AM - 23 Dec 2016,0,17,20,https://www.twitter.com/AnnieStorvick/status/812297766122770432
@libbyjoyball,liberty center,,"After school tomorrow , we've only got ABOUT A WEEK TO GO, WEEK TO GO 
#christmasbreak ",4:17 PM - 11 Dec 2014,0,9,7,https://www.twitter.com/libbyjoyball/status/543197796296572928
@YLMSportScience,"Nice, France",,#ChristmasBreak | 8 Tips to Alleviate the Changes due to Reduced Training | http://ylmsportscience.blogspot.com/2015/11/soccer-transition-period-8-tips-to.html …pic.twitter.com/M8w8sE6tWT,5:30 PM - 23 Dec 2015,0,3,17,https://www.twitter.com/YLMSportScience/status/679836466151821312
@Pete_Perrin,South Georgia,,i love the academy but tomorrow at 9:45 better believe im leavin it in the dust #ChristmasBreak,1:17 PM - 19 Dec 2012,0,1,1,https://www.twitter.com/Pete_Perrin/status/281508510993375233
@WayneBrettzky23,,,cant wait for friday! #hugegame #Christmasbreak,2:47 PM - 18 Dec 2012,0,3,3,https://www.twitter.com/WayneBrettzky23/status/281168778472075264
@MichaelleSolage,New York,,Starting off #christmasbreak with a visit from #Santa! Kudos to @ElmontFD for ushering Old Saint Nick around #Elmont! #SantaRun #XmasTreatspic.twitter.com/GS7rchytaj,3:45 PM - 22 Dec 2018,0,2,16,https://www.twitter.com/MichaelleSolage/status/1076624784358862850
@jaceyhuinker,,,Done with schooolll #christmasbreak <3,8:33 AM - 19 Dec 2012,0,2,1,https://www.twitter.com/jaceyhuinker/status/281437129496748032
@almirateng,Philippines,,"Yes, our early christmas party!! See you in paskuhan, 4AD7  #christmasbreak #UST #4AD7ChristmasParty… http://instagram.com/p/vlXeq1Lud_/ ",5:59 AM - 19 Nov 2014,3,8,63,https://www.twitter.com/almirateng/status/535069889892196352
@mcluhancss,"Toronto, ON",,"Where is everyone?! Oh, right... #christmasbreak",6:54 AM - 22 Dec 2014,0,1,9,https://www.twitter.com/mcluhancss/status/547042450100211712
@JSang92,"Dillingham, Alaska",,Wake up. eat. Video games. Eat. Nap. Eat. Movie. Video games. Nap. Eat more.... yup. #christmasbreak,2:26 PM - 26 Dec 2012,0,2,2,https://www.twitter.com/JSang92/status/284062737837993984
@aggiechristian,Aggieland,,"Feeling guilty because you're not studying, even though there is nothing to study. #ChristmasBreak #whatisthisthingcalledrest",11:54 AM - 16 Dec 2012,0,16,9,https://www.twitter.com/aggiechristian/status/280400646824407042
@jcraner7,,,Home bound yeeee #pumped #christmasbreak,7:36 AM - 12 Dec 2012,3,0,5,https://www.twitter.com/jcraner7/status/278885971125219328
@lindsayjohn92,"Salt Lake City, UT",,That awkward moment when you can't remember the last time you showered. #christmasbreak,1:47 PM - 29 Dec 2013,0,0,4,https://www.twitter.com/lindsayjohn92/status/417411670403592194
@acyoung97,"Butler, Co. Missouri",,Praying this next week flys by  #Christmasbreak,11:05 AM - 14 Dec 2014,0,6,12,https://www.twitter.com/acyoung97/status/544206548507975681
@JesseDanimals,chinook MT,,I think i forgot how to school... #uhoh #christmasbreak #isover,5:55 PM - 4 Jan 2015,0,3,5,https://www.twitter.com/JesseDanimals/status/551919997983789056
@Jennayy_5,"Orange City, IA",,Today I've spent 5 and 1/2 hours watching gossip girl and I don't regret one minute of it.... #christmasbreak,8:43 PM - 1 Jan 2016,0,0,13,https://www.twitter.com/Jennayy_5/status/683146539963830272
@DearElementary,,,"If someone dared me, I bet I could survive being on Christmas Break the rest of the school year.  #Teacher #christmasbreak #education #teach #elementary",9:20 PM - 27 Dec 2017,0,4,21,https://www.twitter.com/DearElementary/status/946249493799989248
@MichelleAlpar,,,"Two days and 6 loads later, laundry is done! Now to pack...#christmasbreakpic.twitter.com/NUNL5xUc",3:21 PM - 12 Dec 2012,1,0,2,https://www.twitter.com/MichelleAlpar/status/279003089481129985
@andrew_eilert31,Theta Xi,,Only 4 more days of school. #Motivation #christmasbreak,6:08 PM - 16 Dec 2013,0,3,4,https://www.twitter.com/andrew_eilert31/status/412766153375633410
@Bbleschool_st,,,I'll be home for Christmas. Every college student ever! #Christmasbreak #travelhome #anythingforfamilypic.twitter.com/50bdgE4Wf6,12:28 PM - 23 Dec 2013,0,2,2,https://www.twitter.com/Bbleschool_st/status/415217436162392064
@deanDK,,,I can't believe it's over ); #christmasbreak,7:57 PM - 1 Jan 2013,0,4,2,https://www.twitter.com/deanDK/status/286320349715501056
@RachelCruce,Tennessee,,Thank God I'm out of prison for a few weeks! #ChristmasBreak,9:26 AM - 19 Dec 2012,0,4,1,https://www.twitter.com/RachelCruce/status/281450534190325762
@kHelm_,"Crystal Lake, IL",,So close but yet so far #Christmasbreak,5:28 PM - 16 Dec 2013,0,1,6,https://www.twitter.com/kHelm_/status/412756082423889920
@CaileeDennis,woo pig sooie,,Penny and I have some things in common. #christmasbreakpic.twitter.com/nmZr0M1Z,7:24 PM - 2 Jan 2013,0,1,5,https://www.twitter.com/CaileeDennis/status/286674374889730048
@slkvam,,,IN THE WOOD!!! #26days #nohomework #christmasbreak!!!,9:08 PM - 12 Dec 2012,0,1,4,https://www.twitter.com/slkvam/status/279090430577098753
@EmbraceSpectrum,NC,,10 Reasons Why Christmas Break Isn't Really a Break http://wp.me/p57CDD-Fu  #christmasbreak #norestfortheweary #momsanity,11:01 AM - 21 Dec 2014,0,13,3,https://www.twitter.com/EmbraceSpectrum/status/546742362399969280
@courtcouch,"Anderson, SC",,Belize in December is about as hot as Charleston in the summer. #christmasbreakpic.twitter.com/UqnTlilI,2:29 PM - 11 Dec 2012,0,0,4,https://www.twitter.com/courtcouch/status/278627696358072322
@ChanteraVogel,TN to CA  📍,,Not waking up at 6 am is a true blessing. #christmasbreak,10:17 AM - 19 Dec 2012,0,2,1,https://www.twitter.com/ChanteraVogel/status/281463196655702016
@AdamSunnyvale,North Wales,,"Fancy a break for winter? Luxury? comfort? relaxation?

Book your winter break here at Sunnyvale Caravan Park by calling 01745 343 584 or visit our website http://www.sunnyvaleuk.co.uk 
#christmasbreak #cozyholiday #caravan #luxury #lodge #northwales #beach #petfriendlypic.twitter.com/qRR0CvFL1n",3:08 AM - 23 Nov 2019,0,0,0,https://www.twitter.com/AdamSunnyvale/status/1198196706954883072
@ChargersSGA,snapchat and ig: thecrestsga,,"one week down, two to go #christmasbreak",6:10 AM - 4 Dec 2015,0,6,6,https://www.twitter.com/ChargersSGA/status/672780100711129089
@Will_the_Pope,,,I set an alarm this morning only so I could go get chicken minis #Christmasbreak,8:10 AM - 23 Dec 2014,0,1,9,https://www.twitter.com/Will_the_Pope/status/547424109660225536
@JSo_9,,,I just want these last 3 days to go by fast. #ChristmasBreak,5:19 PM - 11 Dec 2012,0,8,2,https://www.twitter.com/JSo_9/status/278670419039502336
@Ckilby20,"Holly Springs, NC",,Feels great to be home. #ChristmasBreak,10:36 AM - 23 Dec 2015,0,1,6,https://www.twitter.com/Ckilby20/status/679732350108995585
@Meltyy19,,,Next week we go HAM #examsareover #christmasbreak @sferriss @Mitch_Laporte @cryan13 @blakeswarts @jimmyciacelli @danafriis @DanglSnip_CELLI,11:58 AM - 10 Dec 2012,0,4,2,https://www.twitter.com/Meltyy19/status/278227317388619776
@whatthefavret,,,me starting at 2:20 tomorrow til the 7th #christmasbreak #happyholidayspic.twitter.com/pkhpJbLSu4,4:39 PM - 17 Dec 2013,1,1,5,https://www.twitter.com/whatthefavret/status/413106242287329280
@Sam_it_up,"Dayton, OH","Ohio, USA","Hey @JacksonTeachSci, Matthew Hounshell will be missing 1st period tomorrow! He's turning up with some college kids. #ChristmasBreak",6:10 PM - 6 Jan 2015,0,2,6,https://www.twitter.com/Sam_it_up/status/552648432150917123
@clmckellip12,Good Ol' Kansas,,"Boom. Done. See you in January, WSU! #finallydone #christmasbreak",6:45 AM - 13 Dec 2012,0,2,4,https://www.twitter.com/clmckellip12/status/279235546486804480
@MrCoach85,Braves & Falcons Country,"Georgia, USA",Because it's Christmas Break! #ChristmasBreak #DABpic.twitter.com/Zl0jlPeh9B,2:54 PM - 18 Dec 2015,4,18,28,https://www.twitter.com/MrCoach85/status/677985233287954432
@agibbs_14,"Groton, SD",,All I want right now is Christmas time  #christmasbreak #family #friends,3:41 PM - 15 Sep 2013,1,5,4,https://www.twitter.com/agibbs_14/status/379374351662845952
@trevor12olson,,,6 hour roady back to GB then a 5 hour trip back to Duluth! Can't wait to be home! #SeeYouSoon #ChristmasBreak,8:01 PM - 22 Dec 2012,0,1,7,https://www.twitter.com/trevor12olson/status/282697328484302848
@CompanyCottage,Milldale Alstonefield,,Milldale Derbyshire #peakdistrict #holidaycottage #Christmasbreakpic.twitter.com/mzw6aFqmWm,9:03 AM - 25 Nov 2019,0,2,3,https://www.twitter.com/CompanyCottage/status/1199010633083162630
@b_mac126,,,I just want Friday already #Christmasbreak #CCHSvsEmmaus,7:29 PM - 19 Dec 2012,0,9,3,https://www.twitter.com/b_mac126/status/281602266958528513
@IFzachbowser,"Salt Lake City, UT",,Was fun having some time off over the past couple weeks. Blessed to live where I do. #ChristmasBreak #northwestpic.twitter.com/lT4yXmTdTK,8:43 PM - 4 Jan 2015,1,1,25,https://www.twitter.com/IFzachbowser/status/551962218544496640
@beck_9669,"Nashville, TN",,Just one more day #ChristmasBreak,8:09 PM - 20 Dec 2012,0,3,3,https://www.twitter.com/beck_9669/status/281974720872730624
@AnnaKennedy1,"London, England",,"Angelo and I chilling cheese toastie and a walk
#weekendvibes #christmasbreak #exercise #autism 
He not 100 percent we getting there.pic.twitter.com/vboNsoycKy",4:39 AM - 22 Dec 2018,2,7,37,https://www.twitter.com/AnnaKennedy1/status/1076457163369996288
@taylormdierks,,,Already ready for this week to be over #christmasbreak,2:43 PM - 11 Dec 2016,0,2,13,https://www.twitter.com/taylormdierks/status/808079769803878404
@skysfly_ohmy,York,,"Tomorrow at 2:55, I will be the happiest person alive.
#ChristmasBreak",7:15 PM - 20 Dec 2012,0,4,1,https://www.twitter.com/skysfly_ohmy/status/281961012796727296
@Mad_Madi8,"Kent, OH",,"longest week everrr, but its finally over! #christmasbreak",11:39 AM - 20 Dec 2013,0,4,3,https://www.twitter.com/Mad_Madi8/status/414117753239252993
@brielle_deni,,"Bemidji, MN",I just wanna go home to all my friends already  #ChristmasBreak,10:34 AM - 9 Dec 2013,1,1,7,https://www.twitter.com/brielle_deni/status/410115294867513344
@Botten9,,,I think it's VI kinda night #christmasbreak #uhoh,2:44 PM - 20 Dec 2013,0,2,6,https://www.twitter.com/Botten9/status/414164450053464064
@JoeIbarra_,,,Sundays are so much better when theres no school the next day #christmasbreak,5:49 PM - 23 Dec 2012,0,12,2,https://www.twitter.com/JoeIbarra_/status/283026535332589568
@morley_sam,,,Honestly in the best mood #Christmasbreak,10:39 AM - 20 Dec 2012,0,12,0,https://www.twitter.com/morley_sam/status/281831152472449024
@ASLANTHEVALIANT,"Grand Rapids, MI",,Christmas break update: It's 1 a.m. and I am currently watching a documentary on dinosaurs. That is all. #christmasbreak #blessup,10:10 PM - 23 Dec 2015,0,0,14,https://www.twitter.com/ASLANTHEVALIANT/status/679907060708818944
@10jstorey,"Columbus, OH",,"Woke up at 2pm and ate 10 cookies....
#ChristmasBreak",12:18 PM - 16 Dec 2014,0,0,8,https://www.twitter.com/10jstorey/status/544949809585872896
@TreasureQuestBC,,,#HomeSchoolTQ is today! It's our last TQ before #ChristmasBreak ! #PrayerBackInSchool,7:03 AM - 19 Dec 2014,0,5,4,https://www.twitter.com/TreasureQuestBC/status/545957686131834880
